label,text,answer
1,"In this fairy tale by Prokofiev, the title boy is represented by strings, his grandfather by a bassoon",Peter and the Wolf
3,A word for Protestants of Northern Ireland comes from this ruling house of the Netherlands,Orangemen
1,"Actor who sang ""If I Only Had The Nerve"" & ""If I Were King Of The Forest"" in ""The Wizard Of Oz""",Bert Lahr
2,"With no ""Time to Kill"", he recently turned out another legal thriller, ""The Street Lawyer""",John Grisham
1,"The song ""(I Can't Get No) Satisfaction"" by this band was a No. 1 hit way back in 1965",The Rolling Stones
2,1956: By J.R.R. Tolkien,The Return of the King
2,The Stories of Eva Luna is a collection by this Chilean woman with political connections,Isabel Allende
1,"Prince: ""2000 zero zero party over, oops, out of time, so tonight I'm gonna party like it's ____""",1999
1,Bela Lugosi's Dead is an offering from this '80s group that's named for Walter Gropius' school of design,Bauhaus
2,"Of 50, 200 or 500, the one closest to the number of characters in ""War and Peace""",500
3,This North African city was once a Roman fortress named Babylon; the Mamelukes made it an African capital,Cairo
3,"Congress put it in a ""Compromise""-ing position (8)",Missouri
4,The horizontal rows on the periodic table are periods; vertical columns of related elements are these,groups
3,"In this Yucatan culture, caves were the portal between our world & Xibalba, the world of the gods",the Mayan
2,Mary Dodge's,Mapes
0,Lake Pontchartrain & St. Bernard Parish form part of this city's northern & southern boundaries,New Orleans
1,"As Gabriella, this gal sang ""When There Was Me And You"" in ""High School Musical""",(Vanessa) Hudgens
1,"Beauty school dropout, no graduation day for you",Grease
2,"In ""The October Horse"", this ""Thorn Birds"" author recounts the romance of Caesar & Cleopatra",Colleen McCullough
3,This ancient statue is also named the Aphrodite of Melos,Venus de Milo
2,"Published in 1866, ""Battle-Pieces"" was Herman Melville's unappreciated book of poetry about this event",Civil War
1,Reggae widow who appears to Scrooge,Rita Marley's Ghost
3,"The people were seeking guns & gunpowder when they stormed this Paris landmark July 14, 1789",the Bastille
4,Superconductivity occurs at temperatures near the point known as this,absolute zero
2,"A Bird's Eye View of Paris & ""The Bells"" are chapters in this 1831 novel",The Hunchback of Notre Dame
4,"Sadly, James Joyce died before these hypothetical particles were named for a word he used in ""Finnegan's Wake""",quarks
3,The York Cone Co. was best known for ice cream cones before introducing these cool round treats in 1940,Peppermint Patties
2,"Queen Victoria called his death ""A very great loss.  He had ... the strongest sympathy with the poorer classes""",Charles Dickens
1,Stravinsky wrote a composition for 11 instruments in this style that's most associated with Scott Joplin,ragtime
3,"In the 1460s this teen, the future husband of Queen Isabella, fought in the Catalonian Wars",King Ferdinand
1,"(Cheryl of the Clue Crew)  When I make my Carnegie Hall conducting debut, I'll begin with this stroke that begins each measure",downbeat
3,"In the 1590s this circumnavigator & his kinsman, the sea dog Sir John Hawkins, perished on the same voyage",Sir Francis Drake
2,"Nabokov wrote ""The Gift"" & ""The Defense"" in Russian, but ""Lolita"" in this language",English
4,(Sofia of the Clue Crew reports from the Field Museum in Chicago)  Snail shells are in a pattern usually called this; they add new coils as the snail ages,spiral
3,In 1241 Hamburg & Lubeck businessmen formed an association that grew into this big league,the Hanseatic League
1,____ Too Proud To Beg,Ain't
1,Electronic music master Moby is a descendant of this creator of Moby Dick,Herman Melville
0,"Soloi, a Greek colony whose residents didn't talk good, gave us this word for an improper statement",a solecism
3,"America's ""Open Door Policy"" of the late 19th century pertained to trade with this country",China
4,In the 1940s this Nobel Prize winner & vitamin C advocate studied the structure of antibodies,Linus Pauling
1,Dancing in the Street from the Live-Aid concert paired David Bowie with this rock legend,Mick Jagger
1,"Dad Jerry, mom Nellie, sister Josie & he formed the Vaudeville act the Four Cohans",George M. Cohan
3,In 1953 Ibn Saud organized this country's first cabinet to modernize the government,Saudi Arabia
3,IBM engineer Dave Bradley is called the father of this multi-key combination,Control-Alt-Delete
1,"A case handled by Leoncavallo's attorney father served as the basis for this opera also called ""Clowns""",I Pagliacci
1,This cellist is the son of a composer from Shanghai & a mezzo-soprano from Hong Kong,Yo-Yo Ma
3,"On December 6, 1976 this congressman was chosen to replace Carl Albert as Speaker of the House",Tip O'Neill
3,"He died in Moscow September 11, 1971 following nearly 7 years of house arrest",Nikita Khrushchev
1,"Instrumental title of this, only instrumental no. 1 hit of 1959:",The Happy Organ
4,"In metric measurement, 10 millimeters equal 1 of these",a centimeter
0,Wales' smallest city is named for this patron saint who established a monastery there in the 6th century,St. David
2,Hermann Hesse's novel of a young Indian's search for reality; its title is one of the names of Buddha,Siddhartha
4,"From their size, about 2.5 cm. & how they crawl, caterpillars of the moth family Geometridae are often called this",inchworm
0,"Bangkok is the leading port on this gulf, an inlet of the South China Sea",Gulf of Thailand
4,373.15 is the boiling point of water on the scale named for this Scottish scientist,Kelvin
1,"Her 1986 No. 1 hit ""That's What Friends Are For"" was credited to her ""and Friends""",Dionne Warwick
2,"She dedicated her 1816 novel ""Emma"" to his royal highness, the Prince Regent",Jane Austen
3,"After years of war, Spain finally recognized this neighbor's independence in 1668",Portugal
1,Contestants must complete a mission in order to get to a new location on this x-treme travel adventure series,Road Rules
2,This 1898 Henry James novella is considered one of the greatest ghost stories ever written,The Turn of the Screw
2,"The young narrator of ""Treasure Island""",Jim Hawkins
3,This 2-wheeled military vehicle was introduced to Egypt from Asia in the 2nd millennium B.C.,Chariot
0,"D.H. Lawrence visited this country in 1922 & set his 1923 novel ""Kangaroo"" there",Australia
2,"According to both Burns & Steinbeck, their best laid schemes ""gang aft a-gley""",mice and men
4,"When astronomers got a close-up look at this object in 1985-86, its nucleus looked like a big potato",Halley's comet
3,"Rich in democracy, this country held some of Central America's first free elections in the 1890s",Costa Rica
2,"In his 1940 classic Western novel, Walter Van Tilburg Clark sets his ""Incident"" in this valley",the Ox-Bow
3,"The son of Suddhodana, a wealthy ruler, he was born in what's now Nepal around 563 B.C.",Buddha
2,"As an assistant to this author, Samuel Beckett had to fight off the advances of his daughter Lucia",James Joyce
2,"This actor's book ""Cinderella Story: My Life in Golf"" gets its title from one of his lines in the movie ""Caddyshack""",Bill Murray
2,"The hero of this prime minister's 1846 novel ""Coningsby"" is the orphaned grandson of a lord",Benjamin Disraeli
1,"It's no mystery--this Canadian woman made her Top 40 debut in 1997 with ""Building A Mystery""",Sarah McLachlan
4,"Nobel, Lise Meitner & this man are the 3 non-Nobel Prize-winning scientists who have chemical elements named for them",Dmitri Mendeleev
2,"This ""Age of Innocence"" author made her debut in society in 1879",(Edith) Wharton
4,A dilute solution of this acid forms the electrolyte in a lead-acid car battery,Sulfuric Acid
4,Java Man & Peking Man are examples of this guy who stands between Australopithecus & Homo sapiens,Homo erectus
3,"In 1986 this dictator fled Haiti, ending 28 years of rule by his family",Baby Doc Duvalier
1,"This head Heartbreaker provided the songs & score for the 1996 movie ""She's The One""",Tom Petty
1,"An Oscar winner for ""Amadeus"", he made his Broadway musical debut in 1997 in ""Triumph of Love""",F. Murray Abraham
3,Bassianus was the original name of this Roman emperor known for his baths,Caracalla
3,"Her husband, Franklin, was the godson of her father, Elliott",Eleanor Roosevelt
0,Hispaniola is an island comprised of Haiti & this other nation,the Dominican Republic
2,The Academic American Ency. calls this Dante work the greatest poem of the Middle Ages,the Divine Comedy
4,"The IRAS telescope, which discovered 5 comets, made its observations in this spectrum of light",infrared
3,"December 12, 1189: This monarch leaves England for the Crusades",Richard the Lionhearted
0,The highest airport in the world is Lhasa Airport in this country,TIbet
3,A blouse with lace collar & cuffs is part of the costume named for this little Lord of literature,Little Lord Fauntleroy
3,1567: She is said to have been the first woman to play golf,"Mary, Queen of Scots"
4,This bongo-playing Manhattan Project physicist told how Challenger's O-rings failed in 1986,Richard Feynman
3,This political party founded around 1789 stood for a strong central government,the Federalists
3,In 1952 the U.N. started a commission on this to make the world a less lethal place,disarmament
3,"This western state sent its first refrigerated trainload of oranges back east February 14, 1886",California
4,He was doing research on influenza when he accidentally discovered penicillin,Alexander Fleming
2,"He conceived the general plan for ""Faust"" in 1770, but it wasn't until 1808 that the complete first part was published",Goethe
4,"Between its show & a conservation center, Ringling Bros. has the W. Hem.'s largest sustainable pop. of the Asian this",elephants
0,This Honduran capital is one of the few capitals in the world without a railroad,Tegucigalpa
3,Vermeer's view of this city dates from a few years after its devastating powder magazine explosion,Delft
2,David Copperfield is considered his most autobiographical novel,Charles Dickens
3,"In 1926 Roald Amundsen flew over the North Pole in the Norge, this type of craft",a dirigible
4,We went underground to learn that this unit is equal to about 6.022 x 10<sup>23</sup> molecules of a given substance,a mole
3,Charles Evans Hughes was picked to represent the U.S. at the Permanent Court of Arbitration in this city in 1926,The Hague
2,1 of only 3 authors to win 2 Pulitzer Prizes for Fiction,"(1 of) Faulkner, Tarkington & John Updike"
4,"In the 19th century a unit of conductance was named the ""mho"" in tribute to this man who studied current flow",Ohm
1,1993 Andrew Lloyd Webber musical that featured the following song,Sunset Boulevard
2,"This Thoreau work includes a chapter on ""The Pond in Winter""",Walden
3,"King Philip of Macedonia hired him as private tutor for his son, Alexander",Aristotle
4,"To stop staining, Farah makes men's slacks coated with this, usually found on cookware",Teflon
0,Coeur d'Alene Lake in this state is at the heart of a popular resort area,Idaho
1,"Brian Hyland hit #1 in 1960 singing about this type of ""yellow, polka-dot bikini""",itsy bitsy teenie weenie
3,"Archduke Franz Ferdinand's assassin, Gavrilo Princip, was a member of this ""dark"" Serbian terrorist group",the Black Hand
3,"In 1975 Cuba sent nearly 18,000 troops to aid guerrilla fighters in this country",Angola
2,Among his many books for boys are the Ragged Dick and Tattered Tom series,Horatio Alger
2,"Requiem for a Nun was his sequel to ""Sanctuary""",Faulkner
4,"This man seen here, born in Oxford in 1942, is among the greatest physicists of our time",Stephen Hawking
1,"A Lalo ""Symphonie"" got this national name because it was composed for virtuoso Pablo de Sarasate",Spanish Symphonie
4,"This insulin disorder, the seventh leading cause of death in the U.S., can lead to kidney failure & amputations",Diabetes
2,"Irving Stone's 1971 bestseller ""The Passions of the Mind"" was a fictionalized ""Novel of"" this man",Sigmund Freud
2,"This classic story collection includes ""The Tales of Sinbad"", ""Aladdin"" & ""Ali Baba""",Arabian Nights
2,All the King's Men,Robert Penn Warren
2,"The middle initial of this author of ""The Good Earth"" stood for Sydenstricker, her maiden name",(Pearl) Buck
2,"Neoclassical twosome who published their essays in ""The Tatler"" & ""The Spectator""",Addison & Steele
3,"When East & West Germany unified in 1990, this West German continued to serve as chancellor of the entire country",Helmut Kohl
2,Sue Grafton began her letter-perfect alphabet mysteries with this book,A is for Alibi
3,This man commanded the last organized military force to invade the lower 48 states,Pancho Villa
4,It's the term for molten rock flowing from a volcano or other fissure in the Earth's surface,lava
0,"This south Pacific nation has over 800 islands & islets, but Viti Levu & Vanua Levu provide more than 85% of its area",Fiji
2,"Written in 1900, ""In the Ravine"" is one of this Russian playwright's finest stories",Anton Chekhov
2,"Death narrates this novel about Liesel Meminger, who steals reading material during WWII",The Book Thief
2,"His story ""The Outcasts of Poker Flat"" appeared in 1869 in the Overland Monthly, which he edited",Bret Harte
3,This N. European country was a grand duchy ruled by Russia before gaining its independence in 1917,Finland
3,"A gifted student & a fine athlete, this member of the Tudor family became the heir to Engl.'s throne at age 10, in 1502",Henry VIII
3,In 1982 Central High School was made a national landmark in memory of 1957 events there,"Little Rock, AR"
2,"Famous profession of the woman who wrote the 1999 inspirational book ""The Long Program""",Ice/Figure Skater (book written by Peggy Fleming)
4,Photosynthesis takes place in these specialized structures in the cells of plants,Chloroplasts
2,"The Way Forward Is With A Broken Heart is a largely autobiographical story collection by this ""Color Purple"" author",Alice Walker
0,"Smaller in area than Cleveland, this German-speaking alpine country remained neutral during WWII",Liechtenstein
3,"After years of construction, this canal finally opened for business August 15, 1914",Panama Canal
0,The Gulf of Fonseca is this Central American country's only direct access to the Pacific Ocean,Honduras
2,"This ""Humboldt's Gift"" author won both the Pulitzer & Nobel Prizes in 1976",Saul Bellow
4,"When a tropical storm's winds increase past 74 MPH, it's classified as one of these",Hurricane
1,In 1990 Jukebox named this Randy Travis cover of a Brook Benton hit the Country Record of the Year,It's Just A Matter of Time
1,"In 1998 this ""colorful"" costume musical based on Baroness Orczy's novel received 3 Tony nominations",The Scarlet Pimpernel
3,In May 1844 he sent a telegraph message using the code he'd also invented,Morse
1,"Christina Aguilera sang ""You are"" this ""no matter what they say, words can't bring you down""",beautiful
1,"It's the ""Fab"" group heard here: (""I'll Follow the Sun"")",Beatles
0,This European city was the site of the 1952 winter Olympics,Oslo
3,"Encyclopedia Americana says this Medici bore King Henry IV ""six children and much ill will""",Marie de' Medici
1,"His symphonies include ""Eroica"", ""Pastoral"", & ""Chorale""",Beethoven
2,"No Brontes, just Dantes / Got sent off to D'if / But with Danglars, that Danglars! / He had a big beef",The Count Of Monte Cristo
0,This 113-mile sand bar along Texas' Gulf Coast is the state's largest island,Padre Island
1,It's probably Homer Simpson's favorite note on the tonic sol-fa scale,do
2,"In the second edition of ""Leaves Of Grass"", this piece was titled ""Poem of Walt Whitman, An American""",Song Of Myself
4,A November 2006 issue reported a higher risk of recurrent strep throat in kids who haven't had this operation,a tonsillectomy
1,"Acclaimed guitarist who shares his name with the composer of ""Star Wars""",John Williams
1,A mass of mineral matter,Rock
2,"In September 2002 he offered $10,000 to help capture the person who burned down Iowa's Cedar Bridge","Robert James Waller (author of \""The Bridges of Madison County\"")"
1,"From the Greek for ""five"", this type of 5-note scale is used widely in Chinese music",pentatonic
3,"When a Roman youth reached manhood, he began to wear a toga pura of this color",white
3,"Bushrod, the favorite nephew of this president, became a Supreme Court justice in 1798",George Washington
3,Swamp Fox Francis (6),Marion
4,In 1973 it became the first comet studied by men in space,Kohoutek
4,In 1569 this Flemish geographer developed a map of the world in which Greenland looks bigger than Africa,Gerardus Mercator
0,It was once known as Portuguese West Africa,Angola
0,"Much of this Georgia capital is in Fulton County, but part of it lies in DeKalb County",Atlanta
2,Wamba is a brave jester who risks his life to save his master Cedric in this Sir Walter Scott novel,Ivanhoe
4,"Using spectrometry, you'll find that helium produces a bright line of this color",yellow
1,"Robin Williams (starting when he did ""Moscow On The Hudson"")",the saxophone
4,"The story goes, when asked to determine if King Hieron's crown was pure gold, this man figured out how to do it",Archimedes
1,It's the 1976 No. 1 pop hit heard here,A Fifth of Beethoven
1,The bull-fiddle is also known as the double this,the bass
3,"Century in which the most states, 29, were admitted to the union",the 19th century
1,"I Whistle A Happy Tune, ""Shall We Dance?""",The King and I
3,The British invaded this show in 1964 as the Beatles appeared Feb. 9 & the Rolling Stones Oct. 25,The Ed Sullivan Show
3,"Prior to autos, BMW  began as a company that made engines for these",Airplanes
0,The Gulf of Aden guards the southern entrance to this sea,the Red Sea
2,Goethe called him Faust; Marlowe dubbed him this,Dr. Faustus
3,The homburg was popularized in the 1890s by the Prince of Wales who later became this king,Edward VII
2,"Much of this Longfellow poem takes place ""by the shores of Gitche Gumee, by the shining big-sea-water""",Hiawatha
4,Conductors allow electric current to flow & these opposite materials restrict the flow of the current,insulators (or resistors)
3,In 1789 this president announced that he would henceforth only drink porter beer made in America,George Washington
4,This show about a very old time lord from the planet Gallifrey debuted on the BBC in 1963,Doctor Who
1,"If You Believe & ""Ease On Down The Road""",The Wiz
1,"He did a little of ""My Way"" his way when he appeared on an episode of TV's ""Las Vegas""",Paul Anka
1,"In 1989, Roger Daltrey, Pete Townshend & John Entwistle reunited as this group for an American tour",The Who
3,"His ""Narrative of the Expedition of an American Squadron to the China Seas & Japan"" was published in 1856",Commodore Matthew Perry
0,"Baharia, Farafra & Dakhla are these stopover spots while crossing the desert in Egypt",oases
1,This composer of the Hallelulah Chorus also wrote the Hallelujah Concerto,Handel
3,"Rav is Hebrew for ""teacher"" or ""master""; an ""I"" sound to mean ""my"" was added to create this word we use in English",rabbi
0,The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece
1,"Mr. Jones, ""Accidentally In Love""",Counting Crows
1,"Comrade, enjoy this 3-stringed Russian instrument with a triangular body & a thin neck",a balalaika
1,"The RIAA certifies a record that has sold 500,000 or more copies as gold & 1,000,000 or more as this",platinum
2,"He wrote about the auto industry in ""Wheels"" & the airline industry in ""Airport""",Arthur Hailey
1,"Elton John: ""____ And The Jets""",Bennie
3,In 1943 this Chinese leader met with FDR & Winston Churchill at the Cairo conference,Chiang Kai-shek
1,"Italian for ""going""; it's a musical direction to play in a moderate walking tempo",Andante
3,"The first brewery in the New World was opened in 1612 in the city that then had this ""Dutch"" name",New Amsterdam
3,"In 751 Pepin the Short's title was changed from ""Mayor of the Palace"" to ""King of"" these people",the Franks
3,In the 1920s the Kemalists opposed the Sultan in this country & eventually prevailed,Turkey
2,"One of the world's bestselling novelists, he created TV's ""I Dream of Jeannie""",Sidney Sheldon
1,"Naturally, ""Cat People (Putting Out Fire)"" is Kitty's favorite track on his album ""Let's Dance""",David Bowie
4,"William Hale's 1844 military rocket, using curved vanes, stayed stable by doing this in flight",spinning
4,In 1930 this originator of the quantum theory became president of the scientific society later renamed for him,Max Planck
3,1993: This prime minister agrees to the Oslo Peace Accords along with Yasser Arafat,(Yitzhak) Rabin
3,"The Mau Mau Rebellion, which began in 1952, was an uprising against British rule in this African country",Kenya
4,His 2 laws of genetics are the law of segregation & the law of independent sssortment,(Gregor) Mendel
3,"The Meech Lake Accord, which recognized this province as a distinct society, failed to win approval in 1990",Quebec Province
3,From June 1953 to November 1954 Mohammad Naguib & Gamal Abdel Nasser shared power in this country,Egypt
0,Puerto Varas is in Chile & Puerto Vallarta is in this country,Mexico
2,"The Pentameron is a volume of imaginary conversations between Petrarch & this author of ""The Decameron""",Giovanni Boccaccio
2,"Like Dickens, this ""Vanity Fair"" contemporary left his last novel, ""Denis Duval"", unfinished",William Makepeace Thackeray
3,In the 1770s this British sea captain circled Antarctica but ice packs kept him from sighting land,James Cook
1,"The song heard here is from the 30th anniversary production of this 1964 musical: [audio clue: ""I have always been a woman who arranges things...""]","Hello, Dolly!"
0,Ticino is this country's southernmost canton,Switzerland
4,The symbol of this radioactive element is Pu & it sounds like it's named after Mickey Mouse's dog,plutonium
1,The ___ Mermaid,Little
2,"Type of creature of which Dickinson wrote, ""A narrow fellow in the grass occasionally rides""",a snake
1,Anatomical term for the part of a string instrument where you'll find the fingerboard,the neck
1,"In a Rolling Stones song, ""a Siamese cat of a girl"" was ""Under"" this",Under My Thumb
1,The metal discs around the edge of this hand-held percussion instrument are called jingles,the tambourine
2,"Editor Harriet Monroe said this man ""has an eccentric system of typography which... intrudes itself irritatingly""",E. E. Cummings
1,Franz Schubert was probably the best-known composer of these German songs,lieder
3,"It was WWI. Her new name meant ""eye of the dawn"" & she felt reborn.  Oh, how she loved German military men!",Mata Hari
3,"In early 1981 assassination attempts were made on these 2 men, a U.S. president & a religious leader",Ronald Reagan & Pope John Paul II
3,"The Marquess of this had a large ""steak"" in British politics; he was the first 20th century prime minister",Salisbury
4,"In 1857 James Clerk Maxwell concluded that its rings were made of small, unconnected particles",Saturn
4,"There are about 20,000 species of this organism that consists of an alga & a fungus living as a single unit",Lichen
3,"This ""Bloody"" 16th C. English queen made a disastrous marriage to future armada sender Philip II","Mary I (""Bloody Mary"")"
3,"A master violinist, this ""Four Seasons"" man was among the first to compose major works for the instrument",(Antonio) Vivaldi
3,"If Clyde the Chaldean turned out 3 cuneiform tablets an hour, & worked 8 hours a day for 5 days, he made this many",120
1,This musical about a boy with a passion for dance won a 2009 Tony for (surprise!) Best Choreography,Billy Elliot
0,"The parishes in this state's East Gulf Coastal Plain are called the ""Florida Parishes""",Louisiana
0,"Once the center of the Hittite Empire, Bogazkoy is located in this country's Anatolia region",Turkey
3,"If you want to see the grave this abolitionist ""lies a-mouldering in"", go to North Elba, N.Y.",John Brown
2,"Born of French-Canadian parents, this ""On the Road"" author spoke only French until he was 6",(Jack) Kerouac
1,"In this Chekhov-based show, Olga, Masha, & Irina have the high-kicking number ""Moscow, Here We Come""",The Three Sisters
0,North Yemen and South Yemen are both found on this Mideast peninsula,the Arabian Peninsula
4,"This element, symbol Ir, is one of the most corrosion-resistant metals known",Iridium
2,The Pilgrim From Hannibal,Mark Twain
4,In society it's denying one's identity to be accepted by another group; in sports it's done by Jay Cutler,passing
0,This country has coastlines on both the Caribbean Sea and the Pacific Ocean,Colombia
2,"In titles of novels by John Updike, it precedes ""Run"", ""is Rich"" & ""at Rest""",Rabbit
0,"In 1874, a major rail crossing, the Eads Bridge, was completed across this river at St. Louis",Mississippi River
4,It's the main artery leaving the heart,Aorta
0,This capital of South Australia was named for the wife of King William IV,Adelaide
3,The California Gold Rush started the first big wave of immigration from this Asian nation,China
2,"This author was born in 1926, the daughter of Amasa, an Alabama lawyer, & Frances, whose maiden name was Finch",Harper Lee
1,Kamaka Hawaii is a well-known maker of this instrument that looks like a small guitar,a ukelele
3,"The Romans' stola came from the Greek chiton, & this Roman garment was inspired by the Greek himation",the toga
4,In 2002 Japanese scientists discovered it contains the enzyme Lachrymatory-Factor Synthase,onions
2,Buddenbrooks was the first important novel by this 20th century German author,Thomas Mann
4,The symbol of this element first isolated in 1783 comes from its German name,tungsten
1,"John Denver's ""Take Me Home, Country Roads"" sings the praises of this state",West Virginia
2,"While traveling from Oklahoma to California during the Depression, she says, ""All we got is the family unbroke""",Ma Joad
3,"Secretary of State under Truman, he negotiated the treaty that led to the formation of NATO in 1949",(Dean) Acheson
2,Jay Gatsby's creator,(F.) Scott (Fitzgerald)
3,"Laws designed to maintain racial segregation were nicknamed this, after a minstrel show character",Jim Crow Laws
2,"Odd thing, but she ""heard a fly buzz when"" she ""died"" & ""felt a funeral in"" her ""brain""",Emily Dickinson
3,"In 1200 Africa's Shona people had a mighty city called ""Great"" this, adopted in 1979 as Rhodesia's new name",Zimbabwe
0,"Yuma, Arizona is the largest city lying on this 1450-mile-long river",the Colorado
2,"In a preface to ""Paradise Lost"" he called rhyme ""The invention of a barbarous age, to set off...lame meter""",John Milton
3,"In 1972 he resigned as attorney general to head CREEP, the president's reelection committee",John Mitchell
2,"Richard Lovelace wrote, ""Stone walls do not a prison make, nor"" these ""a cage""",Iron Bars
0,This city some 30 miles west of Dallas began as an army post on the Trinity River,Fort Worth
2,"During WWII this ""Gone with the Wind"" author was an American Red Cross volunteer & sold war bonds",(Margaret) Mitchell
4,These small glass or plastic dishes used to culture microorganisms are named for a German bacteriologist,a Petri dish
0,"This historic wine-producing region of France has been a kingdom, a duchy, a county & a province",Burgundy
4,"10 servings a week of foods with this base, like spaghetti sauce, may protect against prostate cancer",tomato
3,"In the 1940s Core pioneered sit-ins & also used these protests whose name in show biz means ""substitutes""",stand-in
1,"Mark Knopfler & Neil Dorfsman produced this group's ""Money for Nothing""",Dire Straits
0,NYC's Brooklyn Bridge spans the East River between Brooklyn & this island borough,Manhattan
1,In 1977 they were one of the biggest bands in the world & Steve Miller told us to fly like one of them,The Eagles
2,"Like ""Rebecca"", her novel ""My Cousin Rachel"" was made into a film",Daphne du Maurier
0,This Mississippi port was the capital of the Louisiana Territory for a brief time in the early 1700s,Biloxi
2,"The Crucible, his 1953 play about Salem witchcraft trials drew a parallel to McCarthyism",(Arthur) Miller
1,"This ""Wizards of Waverly Place"" star has a band called The Scene that released ""A Year Without Rain"" in 2010",Selena Gomez
1,Bare Act,Cabaret
2,John Irving,New Hampshire
2,"In ""The Prince"" he wrote, ""It is far safer to be feared than loved""",Machiavelli
2,"This author said that he was acting in a play with his kids when he came up with the idea for ""A Tale of Two Cities""",Charles Dickens
2,"The Rossettis published poems in The Germ, a short-lived magazine from this artsy group",Pre-Raphaelites
3,"In December 2002 Will Wright moved these virtual people ""online""",the Sims
3,The Quest for Camelot featured Pierce Brosnan as the voice of this Valiant Ruler,King Arthur
2,"Elizabeth Kata wrote the novel this ""of Blue"" on which a 1965 Sidney Poitier movie was based",A Patch
3,The Ancient Romans built this across Britain from the mouth of the Tyne River to Solway Firth,Hadrian's Wall
3,This King of Aragon freed the Catalan Serfs in 1486 & captured Granada in 1492,King Ferdinand
1,Have a shave & a haircut before seeing this Rossini opera that debuted in 1816,The Barber of Seville
0,The Peace Bridge spanning the Niagara River connects this city in New York with Canada,Buffalo
3,"From 1849 to 1861, he ruled the kingdom of Sardinia",Victor Emmanuel
2,"Although published as a separate volume in 1865, Whitman's ""Drum-taps"" was later included in this work",Leaves of Grass
4,"The ratio of the speed of galaxies to their distance from Earth is the ""constant"" named for this astronomer",Hubble
3,"On May 30, 1911, with a time of 6:42:08, Ray Harroun won the first running of this",Indianapolis 500
4,"If you're studying mensuration, you're studying this",measurement
3,"On December 20, 1860, as a result of Lincoln's election, this state seceded from the Union",South Carolina
4,(Kelly of the Clue Crew stands behind a table)   The experiment showing that two objects weighing the same displace different amounts of water because they have different densities was developed by this mathematician,Archimedes
0,This Canadian province proportionally has more people of Asian descent than any other,British Columbia
3,Nickname of the area abandoned by the Okies & Arkies in the 1930s to go to California,Dust Bowl
4,Geneticists know that human beings typically have 23 pairs of these; fruit flies have only 4 pairs,chromosomes
4,"In HIV these genetic changes that alter the organism happen so fast, a single AIDS drug is unworkable",mutations
1,"The flute plays an important role in this composer's ""Prelude A L' Apres-Midi D' Un Faune""",Claude Debussy
1,Billy Bigelow kills himself after a botched hold-up in this Rodgers & Hammerstein classic,Carousel
0,2 of the 4 U.S. states that border Mexico,"(any 2 of ) Texas, New Mexico, Arizona, California"
3,"This order of inquisitorial monks, aka the Black Friars, could have been called the Black ""Fryers""",the Dominicans
3,9th century Breton hero Nomenoe rebelled against this dynasty named for Charlemagne,Carolingian
1,"Shakespeare mentioned this folk tune attributed to Henry VIII in ""The Merry Wives of Windsor""",Greensleeves
2,Philip's lepidoptera,Roth's moths
1,"Paul Hewson, better known as Bono, is this group's lead singer",U2
3,They've been guarding British royalty since 1485 & gin bottles since 1820,Beefeaters
4,"In general terms, as opposed to carnivore, it's defined as an animal that eats mostly plants",Herbivore
1,"One common type of this Russian lute usually has its three strings tuned to E, E & A above middle C",Balalaika
1,The Beastie Boys opened for her during the 1985 Virgin Tour,Madonna
4,Behaviorists & dogs drool over the work of this Russian physiologist,Pavlov
1,"Robert Preston starred as this silent film director in the Jerry Herman musical ""Mack & Mabel""",Mack Sennett
3,"In 1961 this Asian country invaded the small colonies of Daman, Diu & Goa, & defeated the Portuguese",India
1,"We were shocked to hear this Rolling Stone was the guest vocalist on the Jacksons' hit ""State of Shock""",Mick Jagger
4,This element accounts for about 47% of the Earth's crust,oxygen
2,Tom Sawyer saw him murder Dr. Robinson in the cemetery & testified against him in court,Injun Joe
4,"The name of this violent tropical cyclone of the Western Pacific comes from Cantonese for ""Big Wind""",typhoon
3,In 1918 as many as 2 million Japanese participated in riots spurred by the high price of this,Rice
2,The first four chapters of this Bram Stoker work are from Jonathan Harker's journal,Dracula
3,"Emperor Constantine commissioned several of these buildings, named from the Greek for ""royal house""",basilicas
0,Antelope Island in this Utah lake is used as a refuge for bison,the Great Salt Lake
1,"On May 31, 1991 this ""Forever And Ever, Amen"" singer married his longtime manager Lib Hatcher",Randy Travis
3,"4 days after this battle, Napoleon signed his 2nd -- & final -- abdication",Waterloo
2,"Novel in which an old seaman sings, ""Fifteen men on the dead man's chest --- Yo--Ho--Ho, and a bottle of rum""",Treasure Island
1,A bestselling album of 1945 was from this bandleader who'd died the previous year,Glenn Miller
3,1950: 12 year-old Kathryn Johnston becomes the first girl to play in this sports organization,Little League (Baseball)
3,Usual adjective for the 1688 revolution that overthrew James II & placed William & Mary on the throne,Glorious
0,The easternmost part of Rhode Island can't be reached by land without going through this state,Massachusetts
4,"(Sofia of the Clue Crew reports)  Botanists divide a flower into four main parts: sepals, petals, stamens & these",pistils
4,"Launched on April 24, 1990, it was the first general-purpose orbiting telescope",Hubble Space Telescope
1,"This ""Bolero"" composer based his ""Mother Goose"" suite on fairy tales by Charles Perrault",Maurice Ravel
4,Zacharias Janssen is said to have invented the compound this by placing convex lenses at both ends of a tube,Microscope
